id	statement	keywords
S-1216	Oscillation is proposed as diagnostic infrastructure.	diagnostic,infrastructure,oscillation,proposed
S-1217	Diagnostic output is where to cut, bind, or quarantine reference.	bind,cut,diagnostic,output,quarantine,reference,where
S-1218	The chapter frames oscillation as sound of non-closing frame.	chapter,frame,frames,non-closing,oscillation,sound
S-1219	The method seeks to stop oscillation by reframing scope.	method,oscillation,reframing,scope,seeks,stop
S-1220	A closure operator should be stated in concrete form.	closure,concrete,form,operator,should,stated
S-1221	The framework favors explicit boundaries over implicit equivocation.	boundaries,equivocation,explicit,favors,framework,implicit,over
S-1222	Structural limits are legitimate outcomes when unbounded targets remain.	legitimate,limits,outcomes,remain,structural,targets,unbounded,when
S-1223	Precision is measured by testability and falsifiability after reframing.	after,falsifiability,measured,precision,reframing,testability
S-1224	The chapter claims this avoids wasted effort on unsplittable formulations.	avoids,chapter,claims,effort,formulations,unsplittable,wasted
S-1225	This module extends prior problem anatomy with dynamic debate signature.	anatomy,debate,dynamic,extends,module,prior,problem,signature
S-1226	Oscillation detection is a preconditioner for De-Infinite style workflows.	de-infinite,detection,oscillation,preconditioner,style,workflows
S-1227	In diagnostics, reciprocal critiques with no third option indicate structural bottleneck.	bottleneck,critiques,diagnostics,indicate,no,option,reciprocal,structural,third
S-1228	The chapter treats oscillation as foundation contact alarm.	alarm,chapter,contact,foundation,oscillation,treats
S-1229	The chapter ends by handing off from diagnosis to intervention.	chapter,diagnosis,ends,handing,intervention,off
S-1230	Transport Keys certify portability across meters and contexts.	across,certify,contexts,keys,meters,portability,transport
S-1231	A Transport Key is a maximal connected region on CRL lattice where certification invariants hold.	certification,connected,crl,hold,invariants,key,lattice,maximal,region,transport,where
S-1232	Transport Keys require decision invariance under admissible meter swaps.	admissible,decision,invariance,keys,meter,require,swaps,transport,under
S-1233	Transport Keys are reported as half-open intervals per axis.	axis,half-open,intervals,keys,per,reported,transport
S-1234	Transport Keys include uncertainty bands from overlap confidence intervals.	bands,confidence,include,intervals,keys,overlap,transport,uncertainty
S-1235	Key equivalence across contexts requires symmetric difference measure zero.	across,contexts,difference,equivalence,key,measure,requires,symmetric,zero
S-1236	Slope-spread <= 0.01 is mandatory for transport validity.	01,mandatory,slope-spread,transport,validity
S-1237	Slope-spread violations void promotion and route to Theta.	promotion,route,slope-spread,theta,violations,void
S-1238	Transport key object is defined on hats coordinates Ahat, Rhat, Qhat inverse, and phihat.	ahat,coordinates,defined,hats,inverse,key,object,phihat,qhat,rhat,transport
S-1239	Transport key invariants include Receipts, Mirrors, Transport, Detune, Budgets, Subtractions, and Hazard.	budgets,detune,hazard,include,invariants,key,mirrors,receipts,subtractions,transport
S-1240	Meter-swap invariance requires through-origin slopes in 1 plus-minus 0.01.	01,invariance,meter-swap,plus-minus,requires,slopes,through-origin
S-1241	Meter-swap invariance requires R^2 >= 0.95 per admissible meter.	95,admissible,invariance,meter,meter-swap,per,requires
S-1242	Meter-swap invariance requires identical pass-Theta decisions across admissible meters.	across,admissible,decisions,identical,invariance,meter-swap,meters,pass-theta,requires
S-1243	Key mismatch across contexts implies meter or subtraction fault and suspends certification.	across,certification,contexts,fault,implies,key,meter,mismatch,subtraction,suspends
S-1244	Transport Keys operationalize portable truth.	keys,operationalize,portable,transport,truth
S-1245	Transport Keys bundle all invariants into single audit shield.	all,audit,bundle,invariants,keys,shield,single,transport
S-1246	Transport certification uses GML sequence.	certification,gml,sequence,transport,uses
S-1247	Gate phase quantizes hats once at 3DL and fixes tolerance signature.	3dl,fixes,gate,hats,once,phase,quantizes,signature,tolerance
S-1248	Gate phase requires eligibility open and hazard below cap at decision times.	below,cap,decision,eligibility,gate,hazard,open,phase,requires,times
S-1249	Merge phase fits slope-1 through origin per admissible meter.	admissible,fits,merge,meter,origin,per,phase,slope-1,through
S-1250	Merge phase checks beta in [0.99,1.01] and R^2 >= 0.95 per meter.	01,95,99,beta,checks,merge,meter,per,phase
S-1251	Merge phase checks mirror fit consistency.	checks,consistency,fit,merge,mirror,phase
S-1252	Merge phase computes slope-spread across meters and requires <= 0.01.	01,across,computes,merge,meters,phase,requires,slope-spread
S-1253	Merge phase requires decision parity across meters.	across,decision,merge,meters,parity,phase,requires
S-1254	Merge phase runs detune discipline with median Delta_tilde_COPL <= 1e-4.	1e-4,delta_tilde_copl,detune,discipline,median,merge,phase,runs
S-1255	Merge phase requires monotone off-ratio ladder behavior.	behavior,ladder,merge,monotone,off-ratio,phase,requires
S-1256	Merge phase verifies budget honesty Qhat*Gammahat approx 1 inside bands.	approx,bands,budget,gammahat,honesty,inside,merge,phase,qhat,verifies
S-1257	Merge phase verifies budget honesty Shat+Jhat approx 1 inside bands.	approx,bands,budget,honesty,inside,jhat,merge,phase,shat,verifies
S-1258	Lock phase builds maximal connected certified key set.	builds,certified,connected,key,lock,maximal,phase,set
S-1259	Lock phase publishes intervals per axis with overlap confidence intervals.	axis,confidence,intervals,lock,overlap,per,phase,publishes
S-1260	Lock phase runs key equivalence test via symmetric-difference measure.	equivalence,key,lock,measure,phase,runs,symmetric-difference,test,via
S-1261	Lock phase attaches subtraction battery and hazard timeline.	attaches,battery,hazard,lock,phase,subtraction,timeline
S-1262	Transport key invariant is CRL locality with single 3DL quantization.	3dl,crl,invariant,key,locality,quantization,single,transport
S-1263	Sub-CRL deltas are inadmissible for key decisions.	decisions,deltas,inadmissible,key,sub-crl
S-1264	Swap supremacy rule voids transport if slope-spread exceeds 0.01.	01,exceeds,if,rule,slope-spread,supremacy,swap,transport,voids
S-1265	Local passes cannot rescue swap-supremacy failure.	cannot,failure,local,passes,rescue,swap-supremacy
S-1266	Hazard primacy bars certification when hazard cap breached.	bars,breached,cap,certification,hazard,primacy,when
S-1267	Closed eligibility bars certification and key formation.	bars,certification,closed,eligibility,formation,key
S-1268	Refusals bound keys from outside.	bound,keys,outside,refusals
S-1269	Keys are version-bound to tolerance signature.	keys,signature,tolerance,version-bound
S-1270	Changing constants revs theory version and invalidates prior key equivalence claims.	changing,claims,constants,equivalence,invalidates,key,prior,revs,theory,version
S-1271	Transport evidence must include hinge panel per meter with slope, R^2, MRE, and CIs.	cis,evidence,hinge,include,meter,mre,must,panel,per,slope,transport
S-1272	Transport evidence must include mirror fits per meter.	evidence,fits,include,meter,mirror,must,per,transport
S-1273	Transport evidence must include slope-spread bar and decision parity record.	bar,decision,evidence,include,must,parity,record,slope-spread,transport
S-1274	Transport evidence must include detune profile with lock band and off-ratio trend.	band,detune,evidence,include,lock,must,off-ratio,profile,transport,trend
S-1275	Transport evidence must include budget panel for multiplicative and additive budget checks.	additive,budget,checks,evidence,include,multiplicative,must,panel,transport
S-1276	Transport evidence must include key intervals and overlap plots.	evidence,include,intervals,key,must,overlap,plots,transport
S-1277	Transport evidence must include symmetric-difference summary across contexts.	across,contexts,evidence,include,must,summary,symmetric-difference,transport
S-1278	Transport evidence must include hazard timeline at decisions.	decisions,evidence,hazard,include,must,timeline,transport
S-1279	Transport evidence must include tolerance signature string.	evidence,include,must,signature,string,tolerance,transport
S-1280	Dossier without full transport evidence is non-transportable.	dossier,evidence,full,non-transportable,transport,without
S-1281	Transport falsifier is meter dependence with slope-spread > 0.01.	01,dependence,falsifier,meter,slope-spread,transport
S-1282	Transport falsifier is decision flip under admissible meter swap.	admissible,decision,falsifier,flip,meter,swap,transport,under
S-1283	Transport falsifier is non-monotone off-ratio ladder.	falsifier,ladder,non-monotone,off-ratio,transport
S-1284	Transport falsifier is median Delta_tilde_COPL > 1e-4 in claimed region.	1e-4,claimed,delta_tilde_copl,falsifier,median,region,transport
S-1285	Transport falsifier is budget dishonesty with Qhat*Gammahat not approx 1.	approx,budget,dishonesty,falsifier,gammahat,not,qhat,transport
S-1286	Transport falsifier is budget dishonesty with Shat+Jhat not approx 1.	approx,budget,dishonesty,falsifier,jhat,not,shat,transport
S-1287	Transport falsifier is key mismatch with positive symmetric difference absent declared fault.	absent,declared,difference,falsifier,fault,key,mismatch,positive,symmetric,transport
S-1288	Transport falsifier is hazard breach anywhere in key timeline.	anywhere,breach,falsifier,hazard,key,timeline,transport
S-1289	Any transport falsifier routes to Theta with earliest-fail type.	any,earliest-fail,falsifier,routes,theta,transport,type
S-1290	On failure, keys retract to largest connected safe component.	component,connected,failure,keys,largest,retract,safe
S-1291	Methods must declare admissible meters and tolerance signature.	admissible,declare,meters,methods,must,signature,tolerance
S-1292	Methods must quantize hats at 3DL before evaluations.	3dl,before,evaluations,hats,methods,must,quantize
