rank	id	stage	label	statement
1385	S-1297	5	application	Methods must publish symmetric-difference summary across contexts.
1386	S-1298	5	application	Methods must ship pass matrix, mirror tables, spread bars, detune profiles, budget panel, hazard timeline, and refusal ledger.
1387	S-1303	5	application	Pin failures route to Theta with typed witnesses.
1388	S-1304	5	application	Hazard is orthogonal to pin order and cannot overrule causal order.
1389	S-1305	5	application	Phase pin checks dual-gap cadence match before other pins.
1390	S-1306	5	application	Phase pin failure routes to Theta<phase-pin>.
1391	S-1307	5	application	Topology pin enforces boundary legality, packing, and winding conservation.
1392	S-1308	5	application	Topology failure routes to Theta<topology>.
1393	S-1309	5	application	Topology failure cannot be rescued by energy diagnostics.
1394	S-1310	5	application	Closure pin enforces overtone and cumulative closure caps.
1395	S-1311	5	application	Closure failure routes to Theta<closure>.
1396	S-1312	5	application	Pin order is causal: phase then topology then closure.
1397	S-1313	5	application	Skipping or reordering pins is unlawful.
1398	S-1314	5	application	Pins make Merge deterministic into lawful corridor or lawful refusal.
1399	S-1315	5	application	Topology-first safety blocks brittle shortcuts.
1400	S-1316	5	application	Pins on CRL hats guarantee sub-CRL inertness and meter objectivity.
1401	S-1317	5	application	Pin sweep begins with phase check inside envelope.
1402	S-1319	5	application	Topology sweep checks boundary legality and winding conservation.
1403	S-1320	5	application	Closure sweep checks C <= C_max and C_tot <= C_max_tot.
1404	S-1321	5	application	After pin pass, dyadic roll-up and hinge checks are executed.
1405	S-1322	5	application	Any dyadic level fail routes to Theta<hinge,level>.
1406	S-1323	5	application	Publish-or-refuse step uses overlap/mirror and optional H-infinity for lock progression.
1407	S-1324	5	application	Pin routing table requires specific witness fields per failure type.
1408	S-1325	5	application	Order invariant requires phase precede topology precede closure.
1409	S-1326	5	application	Out-of-sequence attempts must yield Theta<out-of-sequence>.
1410	S-1327	5	application	Hazard primacy includes fast veto at Gate and slow shaping in Merge.
1411	S-1328	5	application	Hazard cap breach retroactively demotes to Theta.
1412	S-1329	5	application	Walls are applied after quantization to maintain meter invariance.
1413	S-1330	5	application	Evidence supports topology-first discipline and lawful funnels.
1414	S-1331	5	application	Evidence includes subtractive collapse and coarse-to-fine gains.
1415	S-1332	5	application	OSCS binds pin receipts and order into dossier.
1416	S-1333	5	application	Independent labs reproduce pin decisions on CRL.
1417	S-1334	5	application	Pin falsifier is topology rescued by energy diagnostics.
1418	S-1335	5	application	Pin falsifier is successful lock while skipping earlier pin.
1419	S-1336	5	application	Pin falsifier is meter-dependent pin verdict post-CRL for same seed and bands.
1420	S-1337	5	application	Pins are Boolean legality checks, not score rankings.
1421	S-1338	5	application	Adding samples cannot overturn pin failure at same run-card.
1422	S-1339	5	application	Ranking systems can order only within pin-legal set.
1423	S-1340	5	application	Methods must quantize observables on 3DL hats and declare bands/windows.
1424	S-1341	5	application	Methods must run pins in order and log typed witness fields on fail.
1425	S-1342	5	application	Methods must enforce hazard gate H<Hc with fast and slow components.
1426	S-1343	5	application	Methods must run dyadic and hinge checks with slope and R^2 requirements under swap.
1427	S-1344	5	application	Methods must include pin receipts, envelope snapshots, roll-ups, hazard timeline, overlap/mirror, and optional H-infinity dossier.
1428	S-1346	5	application	Pin falsifier includes closure budget overrun that still passes lock.
1429	S-1347	5	application	Pin falsifier includes typed witness inconsistency on fail records.
1430	S-1348	5	application	Pin plain-language rule is beat-match then legal-container then note-budget.
1431	S-1350	5	application	All decisions are made on quantized hats.
1432	S-1351	5	application	Hat conversion is raw observable divided by fixed baseline for window.
1433	S-1352	5	application	Ratios and deviations are computed on hats.
1434	S-1353	5	application	CRL lattice applies Q_1e-3 quantization to every decision-facing value.
1435	S-1354	5	application	Receipts store quantized values and lattice/grid metadata.
1436	S-1355	5	application	Walls are evaluated after quantization on hats.
1437	S-1356	5	application	CRL distance is absolute difference between quantized hat values.
1438	S-1359	5	application	Sub-CRL perturbations below one lattice step are idempotent.
1439	S-1360	5	application	Sub-CRL tweaks cannot change decisions.
1440	S-1362	5	application	CRL on hats links precision to causal cost per actionable digit.
1441	S-1363	5	application	Protocol step one is hats-first conversion with declared window.
1442	S-1364	5	application	Protocol step two is single-round quantization at expression root.
1443	S-1365	5	application	Protocol step three is walls enforcement after quantization.
1444	S-1366	5	application	Proposals with sub-CRL deltas route to NOT/abstain.
1445	S-1367	5	application	Decisions and receipts are executed strictly on quantized hats.
1446	S-1368	5	application	Tie-break at half-ULP must use predeclared deterministic rule.
1447	S-1369	5	application	When subsystem grids differ, coarsest agreed grid is promoted.
1448	S-1370	5	application	Streaming data should be smoothed before single quantization pass.
1449	S-1371	5	application	Tolerance reporting uses lattice counts on hats, not raw float deltas.
1450	S-1374	5	application	Hats evidence includes protocol requiring HAT then CRL_QUANTIZE before guards.
1451	S-1375	5	application	Hats theorems include meter-swap invariance and sub-CRL idempotence.
1452	S-1376	5	application	Delta-Subtractive and refusal schema are defined on hats/CRL.
1453	S-1377	5	application	Hats falsifier is meter-dependent decision flip after proper co-location.
1454	S-1378	5	application	Hats falsifier is reproducible sub-CRL leverage changing decision.
1455	S-1379	5	application	Hats falsifier is runtime tolerance dependence replacing lattice counts.
1456	S-1380	5	application	Hats are not generic normalized features but legal decision arena.
1457	S-1381	5	application	Single-round root quantization avoids staircase bias and preserves CRL semantics.
1458	S-1382	5	application	Extra decimals without lattice change are inert and non-causal.
1459	S-1383	5	application	Methods must declare baselines per channel and compute hats.
1460	S-1384	5	application	Methods must quantize once at decision root and persist grid in receipts.
1461	S-1385	5	application	Methods must enforce walls on CRL and route sub-CRL proposals to NOT with witness.
1462	S-1386	5	application	Methods must run LOW, pins, and hinge strictly on hats.
1463	S-1387	5	application	Methods must report spreads and band tests as lattice counts.
1464	S-1388	5	application	Methods must publish receipts with grid, quantized values, tie-break policy, and heterogeneous-grid policy.
1465	S-1389	5	application	Hats plain-language rule is if not on hats, not real.
1466	S-1390	5	application	Hats lattice cheatsheet catalogs core variables for coherence, eligibility, phase, detune, order, transport, and Delta-Energy terms.
1467	S-1391	5	application	Core coherence hats include Khat, Gammahat, Qhat and budget pair constraints.
1468	S-1392	5	application	Eligibility hat is epsilonhat = [2piKhat - Gammahat]_+.
1469	S-1393	5	application	Hazard hat Hhat is compared to cap Hc.
1470	S-1395	5	application	Detune hat metric includes Delta_tilde_detune with lock band semantics.
1471	S-1396	5	application	CPL hats include contrast C, phase band P, and luminality L from epsilonhat and Hhat.
1472	S-1397	5	application	Order and brittleness are computed on hats.
1473	S-1398	5	application	Transport hats include through-origin beta, R^2, slope-spread, key intervals, and off-ratio index.
1474	S-1399	5	application	Delta-Energy line items are represented on hats.
1475	S-1400	5	application	All decisions use single 3DL quantization then frozen values.
1476	S-1401	5	application	Never re-round mid-pipeline or mix pre/post quantized values.
1477	S-1402	5	application	Quantization rule is round-half-to-even at three significant digits.
1478	S-1403	5	application	Band endpoints are expressed at 3 sig figs before comparison.
1479	S-1404	5	application	Receipts store value@3DL and band@3DL.
1480	S-1405	5	application	Default slope band is beta in [0.99,1.01] with R^2>=0.95.
1481	S-1406	5	application	Transport band requires slope-spread <=0.01.
1482	S-1407	5	application	Detune lock band requires median Delta_tilde_detune <=1e-4 with monotone off-ratio rise.
1483	S-1408	5	application	Hazard band requires Hhat<Hc at reads and edits.
1484	S-1409	5	application	Phase variance band requires sigma_phi^2 <= sigma_max^2.
1485	S-1410	5	application	Delta-Energy terminal band requires DeltaE_term <= epsilon_E.
1486	S-1411	5	application	Local bands must be declared and versioned in run-card.
1487	S-1412	5	application	Do compute and compare after 3DL quantization only.
1488	S-1413	5	application	Do record band outcomes as lattice pass-fail counts.
